Date,Time,Datetime,Spot Price (NSW),Spot Price (SA),Gunning Wind Farm NSW (47 MW) - Output (MWh),Lake Bonney Wind Farm SA (159 MW) - Output (MWh)
1/01/2014,12:30:00 AM,1/01/2014 0:30,49.72,44.56,12.25,34.085
1/01/2014,1:00:00 AM,1/01/2014 1:00,48.13,41.81,12.665,38.665
1/01/2014,1:30:00 AM,1/01/2014 1:30,44.05,36.73,12.085,40
1/01/2014,2:00:00 AM,1/01/2014 2:00,40.51,33.54,10.915,38.165
1/01/2014,2:30:00 AM,1/01/2014 2:30,37.15,15.14,10.585,43.25
1/01/2014,3:00:00 AM,1/01/2014 3:00,42.68,25.8,8.665,49.335
1/01/2014,3:30:00 AM,1/01/2014 3:30,40.1,16.1,4.085,60
1/01/2014,4:00:00 AM,1/01/2014 4:00,40.1,-3.7,1.5,59.5
1/01/2014,4:30:00 AM,1/01/2014 4:30,42.04,-1.39,4,59.915
1/01/2014,5:00:00 AM,1/01/2014 5:00,42.04,6.47,7.165,59.585
1/01/2014,5:30:00 AM,1/01/2014 5:30,42.04,11.69,8.585,30.085
1/01/2014,6:00:00 AM,1/01/2014 6:00,42.04,27.69,5.75,20.415
1/01/2014,6:30:00 AM,1/01/2014 6:30,42.06,35.7,3.585,28.835
1/01/2014,7:00:00 AM,1/01/2014 7:00,40.95,33.54,1.165,43.75
1/01/2014,7:30:00 AM,1/01/2014 7:30,43.18,34.02,0,53.335
1/01/2014,8:00:00 AM,1/01/2014 8:00,44.58,36.55,0,49.585
1/01/2014,8:30:00 AM,1/01/2014 8:30,47.72,38.87,0.25,50.335
1/01/2014,9:00:00 AM,1/01/2014 9:00,49.6,44.98,2.25,45.415
1/01/2014,9:30:00 AM,1/01/2014 9:30,49.7,45.63,3.915,34.5
1/01/2014,10:00:00 AM,1/01/2014 10:00,49.69,45.95,4,33.415
1/01/2014,10:30:00 AM,1/01/2014 10:30,45.41,45.36,4.415,42.665
1/01/2014,11:00:00 AM,1/01/2014 11:00,47.07,60.46,4.5,45.415
1/01/2014,11:30:00 AM,1/01/2014 11:30,48.96,53.95,4.415,52.835
1/01/2014,12:00:00 PM,1/01/2014 12:00,49.69,56.54,6.085,46.915
1/01/2014,12:30:00 PM,1/01/2014 12:30,49.57,50.81,10.5,48.25
1/01/2014,1:00:00 PM,1/01/2014 13:00,49.53,42.95,12,43.75
1/01/2014,1:30:00 PM,1/01/2014 13:30,49.72,51.83,11.585,44
1/01/2014,2:00:00 PM,1/01/2014 14:00,49.7,62.62,9.335,43.835
1/01/2014,2:30:00 PM,1/01/2014 14:30,49.69,46.23,9.335,44
1/01/2014,3:00:00 PM,1/01/2014 15:00,49.75,50.75,7.25,44
1/01/2014,3:30:00 PM,1/01/2014 15:30,49.75,43.84,3.915,44
1/01/2014,4:00:00 PM,1/01/2014 16:00,49.75,43.67,2.165,44
1/01/2014,4:30:00 PM,1/01/2014 16:30,49.75,67.44,1.75,43.915
1/01/2014,5:00:00 PM,1/01/2014 17:00,50.84,68.85,3.25,45.085
1/01/2014,5:30:00 PM,1/01/2014 17:30,49.98,59.66,0.665,52.5
1/01/2014,6:00:00 PM,1/01/2014 18:00,50.4,58.34,0,47.75
1/01/2014,6:30:00 PM,1/01/2014 18:30,49.74,64.57,0,41.835
1/01/2014,7:00:00 PM,1/01/2014 19:00,49.75,57.11,0.25,29.335
1/01/2014,7:30:00 PM,1/01/2014 19:30,49.75,56.86,4.335,18.915
1/01/2014,8:00:00 PM,1/01/2014 20:00,49.85,55.74,4.5,10.75
1/01/2014,8:30:00 PM,1/01/2014 20:30,49.74,54.48,11.665,12.915
1/01/2014,9:00:00 PM,1/01/2014 21:00,49.73,58.13,15.085,14.665
1/01/2014,9:30:00 PM,1/01/2014 21:30,49.75,54.43,11.085,14.415
1/01/2014,10:00:00 PM,1/01/2014 22:00,49.68,49.93,10.5,14.415
1/01/2014,10:30:00 PM,1/01/2014 22:30,49.7,49.1,18.25,10.835
1/01/2014,11:00:00 PM,1/01/2014 23:00,49.69,50.24,21.415,10.915
1/01/2014,11:30:00 PM,1/01/2014 23:30,49.64,50.08,21.915,7
2/01/2014,12:00:00 AM,2/01/2014 0:00,49.27,51.5,21.835,10
2/01/2014,12:30:00 AM,2/01/2014 0:30,48.6,48.76,21.75,12.335
2/01/2014,1:00:00 AM,2/01/2014 1:00,45.23,44.59,19.75,9.25
2/01/2014,1:30:00 AM,2/01/2014 1:30,42.02,41.35,17.75,7.415
2/01/2014,2:00:00 AM,2/01/2014 2:00,42.04,40.72,19.835,6.585
2/01/2014,2:30:00 AM,2/01/2014 2:30,42.04,40.38,15.915,6
2/01/2014,3:00:00 AM,2/01/2014 3:00,41.9,39.83,7.75,5.75
2/01/2014,3:30:00 AM,2/01/2014 3:30,42.04,39.37,10.75,8.835
2/01/2014,4:00:00 AM,2/01/2014 4:00,41.78,37.4,17,13
2/01/2014,4:30:00 AM,2/01/2014 4:30,42.04,37.56,21.25,6.335
2/01/2014,5:00:00 AM,2/01/2014 5:00,42.53,38.86,22,11.085
2/01/2014,5:30:00 AM,2/01/2014 5:30,48.45,44.42,22,8.75
2/01/2014,6:00:00 AM,2/01/2014 6:00,49.49,46.27,21.915,8.085
2/01/2014,6:30:00 AM,2/01/2014 6:30,49.75,45.46,22,9
2/01/2014,7:00:00 AM,2/01/2014 7:00,49.76,44.94,22,4.75
2/01/2014,7:30:00 AM,2/01/2014 7:30,49.75,44.68,22,3.085
2/01/2014,8:00:00 AM,2/01/2014 8:00,49.76,45.15,21.915,2.75
2/01/2014,8:30:00 AM,2/01/2014 8:30,49.76,45.49,21.75,1.585
2/01/2014,9:00:00 AM,2/01/2014 9:00,49.86,46.65,22,2.585
2/01/2014,9:30:00 AM,2/01/2014 9:30,51.33,46.68,22,3.75
2/01/2014,10:00:00 AM,2/01/2014 10:00,51.53,46.98,22.165,-0.085
2/01/2014,10:30:00 AM,2/01/2014 10:30,51.53,46.86,20.585,0.085
2/01/2014,11:00:00 AM,2/01/2014 11:00,51.54,46.84,21.165,0.75
2/01/2014,11:30:00 AM,2/01/2014 11:30,51.53,47.68,20.835,4.415
2/01/2014,12:00:00 PM,2/01/2014 12:00,52.34,47.35,21.25,2.665
2/01/2014,12:30:00 PM,2/01/2014 12:30,53.01,46.89,21.5,4.165
2/01/2014,1:00:00 PM,2/01/2014 13:00,53.15,47.48,21.165,7.5
2/01/2014,1:30:00 PM,2/01/2014 13:30,53.47,47.54,21.335,6.75
2/01/2014,2:00:00 PM,2/01/2014 14:00,53.7,46.95,19.415,1.335
2/01/2014,2:30:00 PM,2/01/2014 14:30,53.94,43.98,15,21.085
2/01/2014,3:00:00 PM,2/01/2014 15:00,53.85,45.17,14.915,5.25
2/01/2014,3:30:00 PM,2/01/2014 15:30,53.97,45.71,13.25,5.835
2/01/2014,4:00:00 PM,2/01/2014 16:00,53.62,46.42,16.915,8.165
2/01/2014,4:30:00 PM,2/01/2014 16:30,53.83,48.75,9.665,6.25
2/01/2014,5:00:00 PM,2/01/2014 17:00,53.57,50.71,15,6.665
2/01/2014,5:30:00 PM,2/01/2014 17:30,52.74,49.39,12,7.165
2/01/2014,6:00:00 PM,2/01/2014 18:00,52.84,49.09,8.665,7.085
2/01/2014,6:30:00 PM,2/01/2014 18:30,51.87,48.6,9.915,8.665
2/01/2014,7:00:00 PM,2/01/2014 19:00,51.49,48,18.335,7.415
2/01/2014,7:30:00 PM,2/01/2014 19:30,51.53,48.84,12.335,4.335
2/01/2014,8:00:00 PM,2/01/2014 20:00,51.7,49.09,14.835,4.415
2/01/2014,8:30:00 PM,2/01/2014 20:30,51.15,49.11,17.835,5.665
2/01/2014,9:00:00 PM,2/01/2014 21:00,51.23,51.04,18.25,5
2/01/2014,9:30:00 PM,2/01/2014 21:30,51.06,50.01,14.415,3.75
2/01/2014,10:00:00 PM,2/01/2014 22:00,49.53,48.62,14,5.665
2/01/2014,10:30:00 PM,2/01/2014 22:30,50.83,49.93,17.085,5.335
2/01/2014,11:00:00 PM,2/01/2014 23:00,50.34,49.58,15.835,6.585
2/01/2014,11:30:00 PM,2/01/2014 23:30,49.76,50.5,13.335,4.5
3/01/2014,12:00:00 AM,3/01/2014 0:00,50.09,60.12,11.25,2.5
3/01/2014,12:30:00 AM,3/01/2014 0:30,50.6,60.6,11.165,1.5
3/01/2014,1:00:00 AM,3/01/2014 1:00,49.53,56.47,9.75,0.085
3/01/2014,1:30:00 AM,3/01/2014 1:30,49.22,51.47,7.085,-0.085
3/01/2014,2:00:00 AM,3/01/2014 2:00,47.88,49.13,6.335,0
3/01/2014,2:30:00 AM,3/01/2014 2:30,47.35,48.28,0.835,-0.415
3/01/2014,3:00:00 AM,3/01/2014 3:00,47.35,47.8,0,-0.25
3/01/2014,3:30:00 AM,3/01/2014 3:30,47.06,47.21,0.085,-0.415
3/01/2014,4:00:00 AM,3/01/2014 4:00,47.1,46.77,0,-0.5
3/01/2014,4:30:00 AM,3/01/2014 4:30,48.11,46.56,0,-0.5
3/01/2014,5:00:00 AM,3/01/2014 5:00,48.8,45.82,0.085,-0.415
3/01/2014,5:30:00 AM,3/01/2014 5:30,49.75,47.08,1.915,0.585
3/01/2014,6:00:00 AM,3/01/2014 6:00,49.7,46.46,1.335,1.335
3/01/2014,6:30:00 AM,3/01/2014 6:30,49.72,46.37,0.415,4.165
3/01/2014,7:00:00 AM,3/01/2014 7:00,49.87,46.15,0.415,7.665
3/01/2014,7:30:00 AM,3/01/2014 7:30,49.78,45.73,0.165,8.835
3/01/2014,8:00:00 AM,3/01/2014 8:00,49.86,45.45,0,17.835
3/01/2014,8:30:00 AM,3/01/2014 8:30,49.82,45.77,0,20.75
3/01/2014,9:00:00 AM,3/01/2014 9:00,51.47,45.73,0,22.25
3/01/2014,9:30:00 AM,3/01/2014 9:30,51.77,44.17,0,32.25
3/01/2014,10:00:00 AM,3/01/2014 10:00,51.51,43.26,0,31.165
3/01/2014,10:30:00 AM,3/01/2014 10:30,51.31,42.01,0.585,41.415
3/01/2014,11:00:00 AM,3/01/2014 11:00,51.49,39.96,0.75,47.165
3/01/2014,11:30:00 AM,3/01/2014 11:30,51.55,40.49,2.835,37.75
3/01/2014,12:00:00 PM,3/01/2014 12:00,52.4,36.69,2.085,46.5
3/01/2014,12:30:00 PM,3/01/2014 12:30,52.88,32.87,2.665,43.585
3/01/2014,1:00:00 PM,3/01/2014 13:00,53.81,32.21,1.75,43.915
3/01/2014,1:30:00 PM,3/01/2014 13:30,53.12,32.32,1.75,43.835
3/01/2014,2:00:00 PM,3/01/2014 14:00,53.82,30.33,3.835,43.335
3/01/2014,2:30:00 PM,3/01/2014 14:30,55.68,23.99,4.75,43.75
3/01/2014,3:00:00 PM,3/01/2014 15:00,55.29,30.87,5.5,43.5
3/01/2014,3:30:00 PM,3/01/2014 15:30,54.52,30.18,13,43.75
3/01/2014,4:00:00 PM,3/01/2014 16:00,55.49,31.12,12.335,43.915
3/01/2014,4:30:00 PM,3/01/2014 16:30,55.2,33.18,12,43.915
3/01/2014,5:00:00 PM,3/01/2014 17:00,54.99,33.36,15.665,43.915
3/01/2014,5:30:00 PM,3/01/2014 17:30,53.24,32.27,14.165,43.915
3/01/2014,6:00:00 PM,3/01/2014 18:00,53.54,34.04,14,43.665
3/01/2014,6:30:00 PM,3/01/2014 18:30,52.82,38.63,16.335,44.665
3/01/2014,7:00:00 PM,3/01/2014 19:00,52.89,37.23,19.165,45.585
3/01/2014,7:30:00 PM,3/01/2014 19:30,52.66,38.5,17.75,44.25
3/01/2014,8:00:00 PM,3/01/2014 20:00,53.07,39.77,14.085,47.5
3/01/2014,8:30:00 PM,3/01/2014 20:30,53.11,40.71,12.835,51
3/01/2014,9:00:00 PM,3/01/2014 21:00,51.73,41.12,10.25,49.915
3/01/2014,9:30:00 PM,3/01/2014 21:30,51.85,41.3,12.165,48.415
3/01/2014,10:00:00 PM,3/01/2014 22:00,50.86,43.21,13.585,48.335
3/01/2014,10:30:00 PM,3/01/2014 22:30,52.09,43.33,15.25,50.665
3/01/2014,11:00:00 PM,3/01/2014 23:00,51.29,40.87,9.585,51.835
3/01/2014,11:30:00 PM,3/01/2014 23:30,51.49,40.91,6.75,50
4/01/2014,12:00:00 AM,4/01/2014 0:00,51.2,45.43,7.085,47.5
4/01/2014,12:30:00 AM,4/01/2014 0:30,50.86,43.65,11.835,50.415
4/01/2014,1:00:00 AM,4/01/2014 1:00,49.78,42.05,17.585,48.25
4/01/2014,1:30:00 AM,4/01/2014 1:30,48.45,39.97,13.585,46.75
4/01/2014,2:00:00 AM,4/01/2014 2:00,45.86,36.44,8.25,47.5
4/01/2014,2:30:00 AM,4/01/2014 2:30,46.16,30.78,13.085,45.085
4/01/2014,3:00:00 AM,4/01/2014 3:00,46.74,32.66,16.835,44.665
4/01/2014,3:30:00 AM,4/01/2014 3:30,46.48,31.72,15.415,44.585
4/01/2014,4:00:00 AM,4/01/2014 4:00,46.62,30.41,13.5,44
4/01/2014,4:30:00 AM,4/01/2014 4:30,46.04,30.47,15.415,44
4/01/2014,5:00:00 AM,4/01/2014 5:00,45.98,30.64,15.085,44
4/01/2014,5:30:00 AM,4/01/2014 5:30,48.17,31.75,17.665,44
4/01/2014,6:00:00 AM,4/01/2014 6:00,48.59,33.27,14.915,44
4/01/2014,6:30:00 AM,4/01/2014 6:30,49.75,37.99,14.5,45.835
4/01/2014,7:00:00 AM,4/01/2014 7:00,49.75,39.23,16.25,46.915
4/01/2014,7:30:00 AM,4/01/2014 7:30,49.71,39.09,14.5,46.585
4/01/2014,8:00:00 AM,4/01/2014 8:00,50.21,39.26,16.665,46.085
4/01/2014,8:30:00 AM,4/01/2014 8:30,51.73,40.2,19.25,48.5
4/01/2014,9:00:00 AM,4/01/2014 9:00,51.71,40.31,20.585,49.5
4/01/2014,9:30:00 AM,4/01/2014 9:30,51.67,39.72,19.25,47.25
4/01/2014,10:00:00 AM,4/01/2014 10:00,51.67,41.01,19.915,48.585
4/01/2014,10:30:00 AM,4/01/2014 10:30,51.43,38.18,20.75,44.25
4/01/2014,11:00:00 AM,4/01/2014 11:00,51.47,34.99,21,43.835
4/01/2014,11:30:00 AM,4/01/2014 11:30,51.97,38.37,19.665,45.75
4/01/2014,12:00:00 PM,4/01/2014 12:00,50.95,38.75,20.915,44
4/01/2014,12:30:00 PM,4/01/2014 12:30,51.69,35.23,21,47.085
4/01/2014,1:00:00 PM,4/01/2014 13:00,51.39,36.95,21.25,46.665
4/01/2014,1:30:00 PM,4/01/2014 13:30,51.94,35.51,21.165,44.915
4/01/2014,2:00:00 PM,4/01/2014 14:00,52.87,38.23,21,48.25
4/01/2014,2:30:00 PM,4/01/2014 14:30,52.75,37.19,21.085,45.75
4/01/2014,3:00:00 PM,4/01/2014 15:00,53.36,36.49,20.5,48.165
4/01/2014,3:30:00 PM,4/01/2014 15:30,53.11,37.7,21.335,41.165
4/01/2014,4:00:00 PM,4/01/2014 16:00,53.6,42.57,21.165,18.585
4/01/2014,4:30:00 PM,4/01/2014 16:30,53.04,42.14,20.835,25.75
4/01/2014,5:00:00 PM,4/01/2014 17:00,53.44,43.03,20,26.585
4/01/2014,5:30:00 PM,4/01/2014 17:30,48.37,41.36,20,26.75
4/01/2014,6:00:00 PM,4/01/2014 18:00,59.43,45.3,17.75,31.75
4/01/2014,6:30:00 PM,4/01/2014 18:30,51.77,46.05,18,20
4/01/2014,7:00:00 PM,4/01/2014 19:00,51.53,47.43,15.835,12.585
4/01/2014,7:30:00 PM,4/01/2014 19:30,51.55,48.2,13.665,12.415
4/01/2014,8:00:00 PM,4/01/2014 20:00,52.21,49.67,18.415,12
4/01/2014,8:30:00 PM,4/01/2014 20:30,52.49,51.09,11.165,10.415
4/01/2014,9:00:00 PM,4/01/2014 21:00,50.79,50.88,11.835,10.335
4/01/2014,9:30:00 PM,4/01/2014 21:30,51.04,50.55,9.25,13.5
4/01/2014,10:00:00 PM,4/01/2014 22:00,50.22,50.61,10.085,10.415
4/01/2014,10:30:00 PM,4/01/2014 22:30,50.38,51.04,9.085,7.085
4/01/2014,11:00:00 PM,4/01/2014 23:00,49.98,50.33,7.75,8.5
4/01/2014,11:30:00 PM,4/01/2014 23:30,49.75,50.29,8.75,7.165
5/01/2014,12:00:00 AM,5/01/2014 0:00,49.96,55.81,8.25,8.835
5/01/2014,12:30:00 AM,5/01/2014 0:30,49.75,51.86,7.915,14.915
5/01/2014,1:00:00 AM,5/01/2014 1:00,49.48,50.76,5.415,13.75
5/01/2014,1:30:00 AM,5/01/2014 1:30,47.37,46.95,3.915,15.25
5/01/2014,2:00:00 AM,5/01/2014 2:00,46.45,44.71,3.335,14.665
5/01/2014,2:30:00 AM,5/01/2014 2:30,45.19,42.66,3,16.415
5/01/2014,3:00:00 AM,5/01/2014 3:00,46.83,42.68,2.75,17.165
5/01/2014,3:30:00 AM,5/01/2014 3:30,44.97,40.43,2.5,20.335
5/01/2014,4:00:00 AM,5/01/2014 4:00,45.33,39.93,1.335,24.835
5/01/2014,4:30:00 AM,5/01/2014 4:30,46,39.76,0.835,29.085
5/01/2014,5:00:00 AM,5/01/2014 5:00,45.89,39.15,0.5,33.915
5/01/2014,5:30:00 AM,5/01/2014 5:30,45.62,38.76,0,32.165
5/01/2014,6:00:00 AM,5/01/2014 6:00,43.56,36.82,0,33.915
5/01/2014,6:30:00 AM,5/01/2014 6:30,47.35,38.3,0,37.335
5/01/2014,7:00:00 AM,5/01/2014 7:00,49.24,39.81,0,42.585
5/01/2014,7:30:00 AM,5/01/2014 7:30,48.27,36.42,0,43.25
5/01/2014,8:00:00 AM,5/01/2014 8:00,49.68,33.54,0.335,45.335
5/01/2014,8:30:00 AM,5/01/2014 8:30,49.89,25.69,0.5,44.085
5/01/2014,9:00:00 AM,5/01/2014 9:00,50.4,15.09,0.585,34.5
5/01/2014,9:30:00 AM,5/01/2014 9:30,49.76,28.17,1.085,23.165
5/01/2014,10:00:00 AM,5/01/2014 10:00,49.92,28.86,2.585,34.415
5/01/2014,10:30:00 AM,5/01/2014 10:30,49.76,33.18,3.585,14
5/01/2014,11:00:00 AM,5/01/2014 11:00,49.59,28.92,4,39.415
5/01/2014,11:30:00 AM,5/01/2014 11:30,49.75,25.47,5.835,42.665
5/01/2014,12:00:00 PM,5/01/2014 12:00,49.75,30.84,9.25,43.415
5/01/2014,12:30:00 PM,5/01/2014 12:30,50.34,29,9.165,43.75
5/01/2014,1:00:00 PM,5/01/2014 13:00,49.76,29.72,9.415,44
5/01/2014,1:30:00 PM,5/01/2014 13:30,49.91,29.69,11.165,41.915
5/01/2014,2:00:00 PM,5/01/2014 14:00,50.84,27.18,16.085,35.585
5/01/2014,2:30:00 PM,5/01/2014 14:30,52.11,29.93,15.75,37.085
5/01/2014,3:00:00 PM,5/01/2014 15:00,51.96,31.83,17.665,34.5
5/01/2014,3:30:00 PM,5/01/2014 15:30,52,8.24,16.75,26.415
5/01/2014,4:00:00 PM,5/01/2014 16:00,52.28,31.37,19.085,32.165
5/01/2014,4:30:00 PM,5/01/2014 16:30,52.26,31.67,18.75,34.25
5/01/2014,5:00:00 PM,5/01/2014 17:00,53.02,30.84,19.665,36.5
5/01/2014,5:30:00 PM,5/01/2014 17:30,53.51,30.29,19.835,37.085
5/01/2014,6:00:00 PM,5/01/2014 18:00,53.22,32.11,20.165,42.5
5/01/2014,6:30:00 PM,5/01/2014 18:30,52.17,29.92,20.585,43.915
5/01/2014,7:00:00 PM,5/01/2014 19:00,51.91,29.32,20,44
5/01/2014,7:30:00 PM,5/01/2014 19:30,52,30.09,19.335,44
5/01/2014,8:00:00 PM,5/01/2014 20:00,52,31.61,18.5,44
5/01/2014,8:30:00 PM,5/01/2014 20:30,51.96,34.84,16.335,43.915
5/01/2014,9:00:00 PM,5/01/2014 21:00,51.37,35.26,14.665,44
5/01/2014,9:30:00 PM,5/01/2014 21:30,49.88,34.39,16.165,44.335
5/01/2014,10:00:00 PM,5/01/2014 22:00,49.7,31.51,15.835,44
5/01/2014,10:30:00 PM,5/01/2014 22:30,49.53,30.75,17.335,44
5/01/2014,11:00:00 PM,5/01/2014 23:00,48.87,32.6,18.25,44
5/01/2014,11:30:00 PM,5/01/2014 23:30,49.67,35.31,18.25,44
6/01/2014,12:00:00 AM,6/01/2014 0:00,49.61,41.24,15.415,52
6/01/2014,12:30:00 AM,6/01/2014 0:30,49.46,36.57,15.585,47.415
6/01/2014,1:00:00 AM,6/01/2014 1:00,47.84,31.35,12.5,43.915
6/01/2014,1:30:00 AM,6/01/2014 1:30,45.58,30.26,16.835,43.835
6/01/2014,2:00:00 AM,6/01/2014 2:00,42.63,28.24,19.75,44.165
6/01/2014,2:30:00 AM,6/01/2014 2:30,41.39,27,19.915,44.165
6/01/2014,3:00:00 AM,6/01/2014 3:00,42.84,27.84,19,43.915
6/01/2014,3:30:00 AM,6/01/2014 3:30,44.27,28.81,19.415,44
6/01/2014,4:00:00 AM,6/01/2014 4:00,44.79,29.77,15,43.915
6/01/2014,4:30:00 AM,6/01/2014 4:30,44.87,32.26,15.335,44.335
6/01/2014,5:00:00 AM,6/01/2014 5:00,48.37,38.27,14.75,47.915
6/01/2014,5:30:00 AM,6/01/2014 5:30,49.75,40.49,14.415,48.165
6/01/2014,6:00:00 AM,6/01/2014 6:00,49.75,43.08,19.335,52.335
6/01/2014,6:30:00 AM,6/01/2014 6:30,49.88,45.33,20.415,52.25
6/01/2014,7:00:00 AM,6/01/2014 7:00,50.48,45.69,20.5,48.165
6/01/2014,7:30:00 AM,6/01/2014 7:30,50.18,45.94,19.335,48.915
6/01/2014,8:00:00 AM,6/01/2014 8:00,50.9,45.37,17.585,51.165
6/01/2014,8:30:00 AM,6/01/2014 8:30,51.99,45.96,17.915,46.835
6/01/2014,9:00:00 AM,6/01/2014 9:00,52,45.7,18.335,51.415
6/01/2014,9:30:00 AM,6/01/2014 9:30,50.69,45.02,20.165,45.75
6/01/2014,10:00:00 AM,6/01/2014 10:00,51.9,45.36,20.5,44
6/01/2014,10:30:00 AM,6/01/2014 10:30,51.99,45.46,20.415,47.915
6/01/2014,11:00:00 AM,6/01/2014 11:00,51.95,45.77,20.585,46.085
6/01/2014,11:30:00 AM,6/01/2014 11:30,52.18,46.46,20.085,26.165
6/01/2014,12:00:00 PM,6/01/2014 12:00,52,45.62,20.415,37.25
6/01/2014,12:30:00 PM,6/01/2014 12:30,51.99,45.39,20.665,32.165
6/01/2014,1:00:00 PM,6/01/2014 13:00,52,44.82,20.25,33.915
6/01/2014,1:30:00 PM,6/01/2014 13:30,51.92,45.15,20.75,22.5
6/01/2014,2:00:00 PM,6/01/2014 14:00,52,44.54,20.085,30.25
6/01/2014,2:30:00 PM,6/01/2014 14:30,52.82,44.38,20.165,27.25
6/01/2014,3:00:00 PM,6/01/2014 15:00,53.36,44.05,21.5,38.585
6/01/2014,3:30:00 PM,6/01/2014 15:30,53.74,44.17,20.665,35.165
6/01/2014,4:00:00 PM,6/01/2014 16:00,53.64,44.97,20.335,34.585
6/01/2014,4:30:00 PM,6/01/2014 16:30,51.9,45.73,18.915,31.085
6/01/2014,5:00:00 PM,6/01/2014 17:00,52.26,45.92,17.75,32.665
6/01/2014,5:30:00 PM,6/01/2014 17:30,51.75,45.46,15.25,33.165
6/01/2014,6:00:00 PM,6/01/2014 18:00,51.71,45.04,15.415,38.25
6/01/2014,6:30:00 PM,6/01/2014 18:30,50.12,44.87,16.915,42.335
6/01/2014,7:00:00 PM,6/01/2014 19:00,49.75,45.4,18.25,34
6/01/2014,7:30:00 PM,6/01/2014 19:30,49.76,45.62,14.5,18.165
6/01/2014,8:00:00 PM,6/01/2014 20:00,49.8,44.66,13.585,24.335
6/01/2014,8:30:00 PM,6/01/2014 20:30,49.76,45.15,16.335,19.335
6/01/2014,9:00:00 PM,6/01/2014 21:00,49.75,45.05,16.25,13.835
6/01/2014,9:30:00 PM,6/01/2014 21:30,49.71,44.47,13,8.335
6/01/2014,10:00:00 PM,6/01/2014 22:00,48.42,42.31,9.415,7.585
6/01/2014,10:30:00 PM,6/01/2014 22:30,51.4,43.67,6.415,7.585
6/01/2014,11:00:00 PM,6/01/2014 23:00,49.76,42.86,3.915,7.75
6/01/2014,11:30:00 PM,6/01/2014 23:30,49.78,42.87,1.585,11.585
7/01/2014,12:00:00 AM,7/01/2014 0:00,50.12,47.29,0.25,8
7/01/2014,12:30:00 AM,7/01/2014 0:30,49.96,45.71,0.335,7.665
7/01/2014,1:00:00 AM,7/01/2014 1:00,49.74,44.5,1.585,3.335
7/01/2014,1:30:00 AM,7/01/2014 1:30,47.59,41.66,0.665,7.915
7/01/2014,2:00:00 AM,7/01/2014 2:00,42.61,37.12,3.085,2.665
7/01/2014,2:30:00 AM,7/01/2014 2:30,43.23,37.27,4.335,6.415
7/01/2014,3:00:00 AM,7/01/2014 3:00,41.85,35.14,5.165,6.415
7/01/2014,3:30:00 AM,7/01/2014 3:30,42.25,34.67,8.585,6.25
7/01/2014,4:00:00 AM,7/01/2014 4:00,42.64,34.78,10.25,5.5
7/01/2014,4:30:00 AM,7/01/2014 4:30,44.43,36.53,5.585,7
7/01/2014,5:00:00 AM,7/01/2014 5:00,46.66,37.69,5.915,10.915
7/01/2014,5:30:00 AM,7/01/2014 5:30,49.62,37.63,4.75,4.585
7/01/2014,6:00:00 AM,7/01/2014 6:00,49.56,40.42,3.915,1.75
7/01/2014,6:30:00 AM,7/01/2014 6:30,49.75,43.34,4.75,-0.25
7/01/2014,7:00:00 AM,7/01/2014 7:00,50.34,45.04,3.5,-0.335
7/01/2014,7:30:00 AM,7/01/2014 7:30,49.73,44.68,5.335,1.835
7/01/2014,8:00:00 AM,7/01/2014 8:00,49.82,43.99,4.75,-0.415
7/01/2014,8:30:00 AM,7/01/2014 8:30,49.76,43.72,5.085,0.085
7/01/2014,9:00:00 AM,7/01/2014 9:00,49.76,43.35,5.335,0.5
7/01/2014,9:30:00 AM,7/01/2014 9:30,49.71,39.68,4.165,6.835
7/01/2014,10:00:00 AM,7/01/2014 10:00,49.91,42.26,3.585,6.585
7/01/2014,10:30:00 AM,7/01/2014 10:30,49.76,43.72,3.085,11.5
7/01/2014,11:00:00 AM,7/01/2014 11:00,49.76,44.19,1.585,17.415
7/01/2014,11:30:00 AM,7/01/2014 11:30,49.76,44.13,1.165,22.335
7/01/2014,12:00:00 PM,7/01/2014 12:00,49.76,43.93,0.335,22.835
7/01/2014,12:30:00 PM,7/01/2014 12:30,49.76,43.98,0.915,27.25
7/01/2014,1:00:00 PM,7/01/2014 13:00,49.76,44.29,1.25,28
7/01/2014,1:30:00 PM,7/01/2014 13:30,49.76,43.96,1.75,30.085
7/01/2014,2:00:00 PM,7/01/2014 14:00,49.76,44.05,1.585,33.25
7/01/2014,2:30:00 PM,7/01/2014 14:30,49.76,44.03,1.415,30.165
7/01/2014,3:00:00 PM,7/01/2014 15:00,49.77,43.79,2.915,32.085
7/01/2014,3:30:00 PM,7/01/2014 15:30,49.76,43.85,9.165,29.915
7/01/2014,4:00:00 PM,7/01/2014 16:00,49.76,43.73,13.335,32.25
7/01/2014,4:30:00 PM,7/01/2014 16:30,49.76,44.13,18.165,32.25
7/01/2014,5:00:00 PM,7/01/2014 17:00,49.76,44.2,20.585,31
7/01/2014,5:30:00 PM,7/01/2014 17:30,49.71,44.07,21.915,33.085
7/01/2014,6:00:00 PM,7/01/2014 18:00,49.75,45.16,22,31
7/01/2014,6:30:00 PM,7/01/2014 18:30,49.41,44.07,22.165,30.835
7/01/2014,7:00:00 PM,7/01/2014 19:00,49.61,40.68,22.5,35.75
7/01/2014,7:30:00 PM,7/01/2014 19:30,49.75,42.65,22.665,31.335
7/01/2014,8:00:00 PM,7/01/2014 20:00,49.75,44.15,22.75,31.835
